filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label
country.00083.wav_seg3,220500,0.32498783,0.084727466,0.1441128,0.0019629314,1445.0191636709653,156323.38433563634,1719.0348396152513,111782.92176690648,2952.247113362819,1001926.0610743746,0.06147019105278422,0.00038637853537799405,2.6289568e-05,0.013678521,-2.3403816e-06,0.0039881747,[143.5546875],country
country.00075.wav_seg1,220500,0.37183374,0.08735915,0.16366217,0.002990175,2146.5290011394263,173108.20553118543,2245.288119819599,48880.52710742825,4817.017507885006,800547.3626426174,0.10904192647911833,0.0015536048586220284,1.3143776e-05,0.016423646,2.2713066e-05,0.0055399844,[95.703125],country
country.00075.wav_seg2,220500,0.37080318,0.07974044,0.19703734,0.0025038847,2119.2192937803266,105322.83596580596,2195.7207379946335,29744.55536107998,4707.228148564385,424188.3059114715,0.10958911869199536,0.0009086204629761171,-1.0644611e-05,0.023535255,-1.6932185e-05,0.0067509967,[95.703125],country
country.00075.wav_seg3,220500,0.36845526,0.085864335,0.17779434,0.0026604177,2296.020595128831,158321.7961020135,2285.628916817346,46733.33646076712,4996.9771312173725,599200.2636436516,0.1217723589762181,0.001910391382209224,5.4685133e-06,0.017844534,-1.9650002e-05,0.0071522933,[95.703125],country
country.00044.wav_seg1,220500,0.36935455,0.09027738,0.09576819,0.0013719961,1461.3747564799482,546764.4442740298,2125.844269711499,378893.8300884708,2777.833164153132,3087322.156361626,0.04933453270011601,0.0011779865953222407,-6.493485e-05,0.0072344816,-0.00045679676,0.0017575982,[78.30255682],country
country.00044.wav_seg2,220500,0.34698066,0.0859183,0.12317185,0.0010746282,1901.9585240238557,522952.4383952018,2326.520952062096,222334.19410701003,3760.566587514501,2351752.9798176563,0.07865179995649652,0.0016883472377714197,-5.1944542e-05,0.012905036,-0.0006233286,0.0013038014,[78.30255682],country
country.00044.wav_seg3,220500,0.36651734,0.08103419,0.12158476,0.0013296286,1827.1144456801997,501194.78670484753,2292.7520338274467,281901.44445166184,3537.4656163899363,2988693.6470446205,0.07104888703596288,0.0012930129473711256,-4.3192285e-05,0.011480395,-0.0006113672,0.0019538815,[161.49902344],country
country.00098.wav_seg1,220500,0.23328203,0.08458834,0.14795642,0.0032020283,1338.2001656821562,182414.86293078665,1647.708198194317,96728.29402421645,2808.8589626232597,871636.4489643361,0.05598467408642691,0.0005523639481218632,-5.4357943e-06,0.020713633,-1.9812234e-05,0.0013510603,[117.45383523],country
country.00098.wav_seg2,220500,0.29408982,0.08639932,0.1911214,0.0032253948,1471.6972969510787,296733.81845839444,1712.2280898440292,119117.57740235346,3052.9935265915024,1234363.6596563312,0.06438741661832946,0.0010217105677927684,-6.9598923e-06,0.029731758,-6.116457e-05,0.0044199447,[117.45383523],country
country.00098.wav_seg3,220500,0.28864723,0.08881377,0.18869463,0.0032447462,1466.4305199422386,314076.831356755,1714.331755918755,140194.12491567354,3078.0989432279584,1432513.467415094,0.06453016241299304,0.0012937008485228263,2.9033574e-05,0.029640365,9.668895e-05,0.0041142595,[117.45383523],country
country.00072.wav_seg1,220500,0.3623013,0.086680174,0.13753971,0.0028908532,1733.8636231915693,238580.5258526887,1900.4903681098042,118489.74411030563,3687.0739151319603,1392029.1886954394,0.08301574282192575,0.0007461687729203257,4.13171e-06,0.013369391,-2.9588185e-05,0.0038513578,[151.99908088],country
country.00072.wav_seg2,220500,0.33436283,0.08317936,0.15913689,0.0015276023,1737.9553847286843,137384.0005096606,1875.7858768074589,86435.30702162826,3569.7654210774363,928945.6502911801,0.08573131162993039,0.000522745815159657,-3.304867e-06,0.017164417,-4.850679e-05,0.0038682001,[151.99908088],country
country.00072.wav_seg3,220500,0.34171507,0.08249452,0.17273904,0.0020140528,1661.9797766134407,122637.74073275196,1845.6207664759206,60554.711989160154,3410.3397803074245,794820.4131878992,0.07760839617169374,0.00047844886220192457,-7.5732423e-06,0.019603973,-5.0163413e-05,0.0046616294,[151.99908088],country
country.00079.wav_seg1,220500,0.33999503,0.08467147,0.11116083,0.0023155499,943.2087756531735,412500.75084724836,1132.3403258952064,254981.93804326307,1601.3258931808296,1686314.0735188632,0.04771108251160093,0.0011072027848248063,6.045464e-06,0.010874123,-9.723599e-06,0.0013388413,[80.74951172],country
country.00079.wav_seg2,220500,0.2975889,0.08584911,0.12685025,0.001569928,1054.9351697081515,238194.53509696148,1365.8941074631173,239034.48497317822,1945.0327862166473,1673424.3155534691,0.05009471070185615,0.00048576869672276594,-7.720609e-06,0.013150229,-1.9862095e-05,0.0013955997,[80.74951172],country
country.00079.wav_seg3,220500,0.29396552,0.08351847,0.107373886,0.00067841983,891.8674041043369,187597.76891497622,1208.5319888152073,256103.48511903518,1702.4470141205047,1486123.076442582,0.03928568191705337,0.0001627856539554072,4.8517963e-06,0.009539242,-1.5884621e-05,0.00079210475,[80.74951172],country
country.00090.wav_seg1,220500,0.38215637,0.0809418,0.16719751,0.0017408476,1920.3325825924871,263028.37757298123,2014.278101027935,90621.38735378739,3927.611285074681,1053232.5009061235,0.09193395627900232,0.0013014584462561977,-7.2722187e-06,0.015556246,1.4123804e-05,0.006115847,[135.99917763],country
country.00090.wav_seg2,220500,0.3686252,0.08218836,0.13709733,0.0022828695,1941.1278348621688,247806.7246875647,1935.2722329185158,64149.9502256211,3848.622899597593,883395.0672984184,0.10685882214327146,0.0018678308325806583,-5.645659e-06,0.011017635,1.9461251e-05,0.004714504,[135.99917763],country
country.00090.wav_seg3,220500,0.36302763,0.07962264,0.13733952,0.0025366943,1921.190020716923,303353.7400668866,1967.2509888394602,92162.4929070202,3878.0749256815543,1190000.9739632355,0.09746932098317865,0.0019154691546514448,3.1265142e-06,0.010043677,-3.4838636e-06,0.0052849483,[135.99917763],country
country.00089.wav_seg1,220500,0.3292875,0.08656549,0.06958379,0.0013198958,1362.0493628145796,452961.47087229404,1697.1826077185738,187112.6767414288,2660.749494725203,2203956.612985247,0.05137715704756381,0.0013606189079045843,-5.28674e-07,0.0038201553,-5.1842693e-05,0.0012087434,[143.5546875],country
country.00089.wav_seg2,220500,0.32513815,0.09071133,0.112587504,0.0010519095,1201.8964097714236,543632.3798444695,1609.9709353194228,234542.15188259663,2373.823310161688,2496600.587525994,0.04612388522331787,0.0011498054707572889,-1.7377137e-05,0.0102485465,-5.9791793e-05,0.0015671067,[143.5546875],country
country.00089.wav_seg3,220500,0.3090467,0.09141373,0.1312015,0.0023847295,1404.0633800620699,514067.44090093905,1700.3380806160758,229100.12849553907,2725.548948212732,2363277.0304912925,0.059637153784802784,0.0011478294205687022,4.674825e-06,0.014085484,-4.842687e-05,0.0023042264,[143.5546875],country
country.00056.wav_seg1,220500,0.3340138,0.08373089,0.1295595,0.0018972387,1371.9534494867203,304034.26424002665,1929.060524999607,183503.56755433974,3000.7842521933003,2181961.8838907704,0.05156182025812065,0.0012097898376871614,1.602569e-05,0.014330529,0.00033346948,0.0014833846,[80.74951172],country
country.00056.wav_seg2,220500,0.30411953,0.08547416,0.15594329,0.0025056573,1731.4743312334062,211550.68101555516,2014.7345747873824,89596.91951843961,3724.9193939421402,1173618.6356151586,0.07440114740429234,0.0007582821914981951,-7.0273645e-06,0.022533,5.8273137e-05,0.001441758,[83.35433468],country
country.00056.wav_seg3,220500,0.3206971,0.08218808,0.12264888,0.0010518659,1302.1320662970807,248076.8821270185,1938.3725579392478,210154.1953485452,2922.2455159694027,2162863.5069618626,0.03846206133990719,0.0004040294677424536,2.4735487e-05,0.013064712,0.0002678198,0.00095089385,[80.74951172],country
country.00069.wav_seg1,220500,0.35876516,0.08524566,0.08051424,0.00231147,1376.1152117900576,182595.461220772,1664.4956398822374,72960.61483914981,2893.218158624565,768819.4753301291,0.063973906975058,0.0010485648287466235,1.0647183e-05,0.005470816,-7.788435e-06,0.0017486125,[112.34714674],country
country.00069.wav_seg2,220500,0.36201826,0.08425303,0.08491943,0.0020122617,1334.6589698526031,169627.77005033047,1643.8241029260582,66727.90952111298,2743.48495731221,678094.5683674597,0.05836377066415313,0.0007355049356070016,-6.5243507e-06,0.005714742,-2.4041243e-05,0.0018845286,[117.45383523],country
country.00069.wav_seg3,220500,0.3381651,0.09028979,0.09583428,0.0021384298,1273.549912888973,165647.55744748833,1593.2793685132772,62774.35319651046,2631.0726440146464,679867.4426939633,0.06063070983178654,0.0012324355841587832,5.8341475e-06,0.006450342,-1.2907453e-05,0.0024274548,[112.34714674],country
country.00093.wav_seg1,220500,0.24712144,0.09234359,0.099948935,0.0019658175,1480.5286251459888,401426.85051083885,1650.0870099735782,115465.17932454922,2935.0355391712587,1433560.2025264704,0.06574350166763342,0.002049192184349754,3.0881424e-08,0.009303745,-1.527303e-05,0.0013619518,[86.1328125],country
country.00093.wav_seg2,220500,0.24357414,0.09035135,0.08983573,0.0014957613,1489.7380388165627,377304.45000120247,1690.6603458895993,88469.64202545508,2936.05974024797,1135434.4633712282,0.0651249365574246,0.002429930687530812,3.836436e-07,0.007893959,-1.8534158e-05,0.0006465856,[86.1328125],country
country.00093.wav_seg3,220500,0.26218325,0.090205625,0.087543584,0.0016961761,1644.4516167754819,220447.2329805136,1811.5086028837095,70912.85633606729,3293.4559549920245,866035.9596433918,0.07317421331206496,0.0011476251461288972,3.8228104e-06,0.0068907035,-1.036338e-05,0.0011715374,[86.1328125],country
country.00070.wav_seg1,220500,0.38517928,0.08776878,0.12103942,0.0016647585,1846.19386604289,267208.18641183013,1959.5632587895382,112609.22834859828,3909.075743637616,1283432.7962454027,0.08054261528422274,0.001240302115083097,9.877028e-06,0.008718091,-9.668712e-06,0.0034028636,[112.34714674],country
country.00070.wav_seg2,220500,0.38402197,0.08050353,0.15473902,0.001997795,2054.96708516808,187932.58686347897,2008.3919546648426,62438.96205841317,4245.1885603973315,901286.5415892762,0.1098564838312065,0.0010960649262853775,-1.2016898e-05,0.014079518,-3.962249e-05,0.005299546,[112.34714674],country
country.00070.wav_seg3,220500,0.3251624,0.086815305,0.15659364,0.0039698603,1903.1261892293326,273831.01177649904,1942.9753242371999,119332.91880663684,3983.842422237529,1503371.006362608,0.09324132649361949,0.0014831147162155654,7.724828e-06,0.017396128,6.9039714e-05,0.0045551267,[112.34714674],country
country.00082.wav_seg1,220500,0.40373284,0.08250397,0.17568925,0.0025908034,2214.255103561223,271213.4353220701,2216.403361021435,85333.16957385027,4645.076629567865,1192646.4813720088,0.10646683765951276,0.0015429123717023673,1.1448115e-05,0.011826872,-4.8950125e-05,0.010804435,[117.45383523],country
country.00082.wav_seg2,220500,0.37657788,0.08392182,0.15727952,0.0022318698,2215.8681383133703,224854.2670059455,2296.3082787413446,77383.49100551136,4860.533563388196,1164943.1778948542,0.09853085121809745,0.001290313166696079,-1.6884609e-06,0.010581798,-5.2047817e-05,0.008076823,[117.45383523],country
country.00082.wav_seg3,220500,0.3863143,0.08785425,0.16563803,0.0021608311,2331.315309884719,446385.9102148626,2271.9777067043474,97558.81571437014,4893.632744525812,1544495.8041746442,0.11262076747389792,0.003610857896313343,-2.890923e-05,0.012116067,-4.040331e-05,0.008904322,[117.45383523],country
country.00048.wav_seg1,220500,0.30947632,0.09103615,0.11695943,0.002303746,1950.423994860448,390426.0144861277,2500.583426215057,170093.60417595526,4245.138599369199,2535856.95639354,0.06381416763341068,0.0010104356167414121,-1.148287e-05,0.008704341,-7.194638e-05,0.00295536,[117.45383523],country
country.00048.wav_seg2,220500,0.3133773,0.08878629,0.13011882,0.0014883638,2099.4397695502703,168598.87905960868,2576.956267148704,64050.01216821409,4467.939804324971,969708.401898429,0.07059799158932714,0.0005647614267379749,1.375186e-05,0.010879753,-3.9679988e-05,0.0025780594,[117.45383523],country
country.00048.wav_seg3,220500,0.31076652,0.0934412,0.10316188,0.0021405478,1766.4731916403011,650418.7728555116,2368.7806057087396,231555.98463558665,3673.609418050319,3262928.4240547414,0.0572206714037123,0.0018198405934387908,-1.1540577e-05,0.006653195,-6.472656e-05,0.0027999654,[123.046875],country
country.00047.wav_seg1,220500,0.30252,0.08254894,0.093706064,0.0009888016,1809.8351711746247,212612.3259287059,1814.6592504596185,69979.6737542227,3536.4913763413574,936184.0658020732,0.10084650522041763,0.0018372155464890245,1.98116e-06,0.0067033516,5.8927628e-05,0.0012504815,[151.99908088],country
country.00047.wav_seg2,220500,0.31364703,0.08196117,0.090786226,0.00092875474,1777.6234751238915,188760.79285786342,1835.5060843320769,69287.85625256617,3559.0487805430685,782773.2514332951,0.0955105314675174,0.0015283842079245192,6.306908e-06,0.0066884053,4.2965585e-05,0.0009906087,[151.99908088],country
country.00047.wav_seg3,220500,0.315038,0.084463224,0.087052986,0.0010033812,1766.0016932344765,195228.24187099034,1872.5484435596138,82693.37101129952,3576.3602767908933,917310.9298397748,0.08548320584396751,0.0013626943397040414,-4.566013e-06,0.0056555625,6.868102e-05,0.0013676195,[151.99908088],country
country.00092.wav_seg1,220500,0.39137897,0.08011414,0.18178461,0.0007247097,2307.779779468655,165948.45624394514,2197.4743258672365,60071.31188943807,4803.90273800029,613461.3963056899,0.11899674630220418,0.0010212344955823915,1.7859769e-07,0.018115206,-9.046926e-05,0.0065882085,[161.49902344],country
country.00092.wav_seg2,220500,0.3490962,0.0798939,0.18426967,0.0006640667,2253.7575154227106,137207.1359723957,2175.1421072869175,46869.112243815696,4694.163339707801,510568.21910233045,0.11185152624709976,0.0010611423319296738,-3.6553602e-06,0.018718474,-4.8752423e-05,0.0068644816,[161.49902344],country
country.00092.wav_seg3,220500,0.37034374,0.08027767,0.16287008,0.001022203,2442.717592156775,216098.37203041976,2266.712869704455,63115.04549373995,5020.0091651863395,669020.357980113,0.1322211245649652,0.0016852707356935996,-2.6606963e-06,0.011136814,-7.7036304e-05,0.0073931715,[161.49902344],country
country.00006.wav_seg1,220500,0.40084445,0.08103979,0.22741841,0.0015501629,2660.6103013351617,464989.52818327624,2737.1679668160373,129620.51433049761,5709.271509298869,2494633.0619914704,0.11188438043793504,0.002408097153933467,-0.000116448646,0.035873104,-0.001236812,0.006527976,[112.34714674],country
country.00006.wav_seg2,220500,0.44110805,0.07761702,0.2108245,0.0016863521,2860.7273682277196,440900.47470140655,2774.236502338218,106131.46475964722,6053.577934672274,1989983.1387097423,0.13887919627320186,0.002844616486856912,-0.00016563007,0.028594738,-0.0014093817,0.006686879,[112.34714674],country
country.00006.wav_seg3,220500,0.4209362,0.079335704,0.20457752,0.0012808029,2877.999904709072,328869.2618590125,2807.9631279504742,82567.34203449414,6250.349443971143,1312630.4974173098,0.1338094547563805,0.0027914740083720244,-0.00014217503,0.028147789,-0.0012059659,0.006075643,[112.34714674],country
country.00091.wav_seg1,220500,0.2861499,0.08301656,0.06704259,0.0017153185,1560.1207453541506,331634.928427684,1709.1002325233517,114230.31931625704,3055.8662857091067,1314876.8028602612,0.06984574390951276,0.0012516965237753532,6.620976e-07,0.0033935686,-1.2810966e-05,0.0016706263,[117.45383523],country
country.00091.wav_seg2,220500,0.3729406,0.08836755,0.088656396,0.0012061604,1460.6874727830552,315365.58657981403,1757.9442723284697,101090.00934481424,3103.0544767800175,1116659.07360652,0.059838810542343385,0.0015844052338512757,-1.4485115e-05,0.006473279,-1.8544999e-05,0.0011136482,[117.45383523],country
country.00091.wav_seg3,220500,0.40367803,0.08726994,0.11236103,0.001364881,1670.9526068450004,454654.09889532207,1873.035528819678,197339.2724530822,3534.7177598426624,2038002.7457986376,0.06377564892691415,0.0010147162724776983,-2.0662662e-06,0.00926915,-7.0337555e-06,0.0022163987,[117.45383523],country
country.00016.wav_seg1,220500,0.3096895,0.08824404,0.07818283,0.0010652924,1409.4345918090673,171781.8105793652,1570.2645749889646,80444.45744074404,2794.5950890915024,1025744.7609990835,0.06449277660962877,0.0004822627893858453,2.312311e-06,0.004821408,-4.132012e-06,0.00093496795,[107.66601562],country
country.00016.wav_seg2,220500,0.32007775,0.086113974,0.07495467,0.0002544052,1321.3500266015374,277691.53301773476,1698.635675668529,148830.25283963856,2699.619174612094,1940084.6714563535,0.047523020591647334,0.0002943229633195169,-2.4386432e-06,0.0045739706,-1.5194543e-05,0.0003855552,[107.66601562],country
country.00016.wav_seg3,220500,0.3394759,0.08956066,0.08588274,0.00087601336,1547.963954022179,219911.97725678395,1681.5566986401536,88188.21450137687,3145.471389664298,1011774.4394683528,0.0681735788863109,0.0007603503691279986,-2.392325e-06,0.004877478,-4.9850437e-06,0.0013419769,[107.66601562],country
country.00010.wav_seg1,220500,0.3195235,0.090956435,0.09024782,0.0014568795,1887.5911324644148,333011.67905536096,2016.3050043475214,98041.76973446226,3716.850687898782,1165811.7934972013,0.09260576783642692,0.0017735350594743453,-1.2361976e-06,0.0065752626,7.314373e-07,0.0013093266,[80.74951172],country
country.00010.wav_seg2,220500,0.27889216,0.09143879,0.059510835,0.0006446389,1942.3930107686726,895592.6274778334,2236.7114297063986,168316.86657725342,3939.901697995215,3105953.040406293,0.07141254894141531,0.0036686686152232,-8.0971795e-06,0.0031826368,-1.7263694e-05,0.00039254336,[80.74951172],country
country.00010.wav_seg3,220500,0.2801298,0.09374246,0.073931016,0.0007473009,1752.6091628602874,426244.5250438297,2127.289555427472,121816.00653874555,3643.957547853828,1680121.0826645724,0.06507622172273782,0.0014773865276320674,7.3012893e-06,0.005048287,4.399852e-06,0.00039140167,[123.046875],country
country.00086.wav_seg1,220500,0.36637992,0.081706576,0.1585437,0.001165104,1938.2814435116359,208991.88769653626,2107.542810965407,97671.94175195627,4150.8371587695765,1227733.7157543008,0.08527022005510441,0.0006381553059588512,1.674012e-06,0.011662733,-5.476289e-05,0.0064852955,[117.45383523],country
country.00086.wav_seg2,220500,0.37462747,0.09383608,0.11518286,0.0020271821,2005.1657522247347,314857.57653892745,2162.4105563390135,106247.62063670465,4301.09495087732,1325227.9103952842,0.0825977015661253,0.0011221947380098487,-1.1361243e-05,0.007072474,-3.471638e-05,0.003675015,[117.45383523],country
country.00086.wav_seg3,220500,0.36936584,0.08644211,0.12626544,0.0010258261,1696.1810838642837,264517.2845795666,1988.3374294164016,130020.89757968807,3639.710860462587,1390725.238769012,0.06665548868909513,0.0007388595655270027,2.3257911e-05,0.008312323,-0.000107991975,0.0045563523,[117.45383523],country
country.00080.wav_seg1,220500,0.38314307,0.08519545,0.14744924,0.0022314924,2001.9810361298328,502072.81592683645,2182.5336154519764,222300.26073191396,4424.673553962442,2798614.684374597,0.08137416618329467,0.0013353108195634368,7.8740953e-07,0.011475337,-9.011694e-06,0.0059351996,[95.703125],country
country.00080.wav_seg2,220500,0.3897506,0.084896006,0.15431051,0.0020571856,2132.2444606644144,536811.2348768719,2216.0002711816533,200217.76409423383,4554.247480423433,2601430.03903764,0.09472316379060325,0.0018062729731061506,-5.393491e-06,0.013680199,-1.442361e-05,0.005296411,[99.38401442],country
country.00080.wav_seg3,220500,0.3923098,0.083593585,0.15742983,0.0021372586,2016.109749897661,683683.8485135864,2168.631448681958,225769.6448570078,4331.07156775667,3170105.178217819,0.09138789696925755,0.003083195117172944,3.2767957e-06,0.013395712,3.1572134e-05,0.005989447,[99.38401442],country
country.00064.wav_seg1,220500,0.2553306,0.092207775,0.0744603,0.0013723453,1537.7918159141418,325017.0097357369,1797.7919790007816,169769.76903723416,3101.8803926189094,1555773.6154039777,0.06074966466067285,0.0009594044712650331,8.014278e-06,0.0062150806,9.887903e-05,0.00019317187,[135.99917763],country
country.00064.wav_seg2,220500,0.23678984,0.08779588,0.101205565,0.00049572956,1539.0123230067327,80133.16508285998,1974.121452510284,69441.77969544254,3328.3537331424013,823108.180742451,0.060847094330046404,0.00026764729458063065,1.1883103e-05,0.0094759455,0.00013672515,0.00034194774,[66.25600962],country
country.00064.wav_seg3,220500,0.29191205,0.093883105,0.07179069,0.00063003757,1461.557001839534,180294.21454044,1829.70685043152,179060.69276729316,3287.210826475493,1379746.5993724463,0.05845780162412993,0.0007818594827049824,6.223961e-06,0.0050062803,9.5496194e-05,0.00022594145,[66.25600962],country
country.00096.wav_seg1,220500,0.290426,0.08589378,0.19579215,0.0020782042,1712.251353974427,322181.78828600777,1898.9145782079343,119721.56409203484,3518.1556790168215,1311617.0753143486,0.09302267618909513,0.0016683800331214415,-1.0076473e-05,0.028646342,-2.4970157e-07,0.004365892,[117.45383523],country
country.00096.wav_seg2,220500,0.32465264,0.08870231,0.19304883,0.0019602594,1652.9271188976038,250269.83148822444,1850.9782265593296,100970.36962187795,3384.6598118474476,1120742.4307144554,0.07941424376450117,0.0013341434912120676,7.3260267e-06,0.027900273,4.286204e-06,0.0044575953,[117.45383523],country
country.00096.wav_seg3,220500,0.36201295,0.0812023,0.264432,0.0030293758,1897.5159055488216,369381.1096659421,1837.6357147387005,133485.46191879542,3610.0589902660963,1487669.6514542396,0.11931056046983758,0.002463570767280766,-1.4755557e-05,0.046040878,-5.130632e-05,0.010832167,[117.45383523],country
country.00036.wav_seg1,220500,0.35745275,0.08635592,0.026636181,0.00037768926,1810.2683234275773,425190.8721276752,2082.5314617759523,109855.23624585208,3705.434592970563,1515834.419723674,0.06918299557714618,0.001511869582453443,-1.354388e-06,0.0007384493,4.1791907e-05,0.00014956923,[123.046875],country
country.00036.wav_seg2,220500,0.34670228,0.09240196,0.025152266,0.00012465798,1650.2724937805835,792056.4289708876,2027.2587587611968,208555.0796899624,3304.0726734701275,3512818.7554210634,0.06621705517691415,0.0034486944837765943,2.7751994e-06,0.0005494708,4.6934972e-05,0.000105951476,[112.34714674],country
country.00036.wav_seg3,220500,0.33001113,0.079772055,0.016321864,0.00019695084,2021.2830587768724,434966.46540235105,2042.5396149326375,88341.47574547354,3934.331043358469,1596934.9237340786,0.11885853212006961,0.004524375416658148,3.066205e-06,0.00023453087,4.3459608e-05,0.00013059464,[112.34714674],country
country.00034.wav_seg1,220500,0.35308075,0.087471865,0.062345862,0.00072548765,2602.6250797963967,707950.3572599303,2805.9273986745693,163657.44346840572,5776.269248024217,3317414.9145340724,0.10600121447215777,0.0020312806409349465,4.556033e-07,0.0014875798,-1.2888493e-05,0.0018966935,[135.99917763],country
country.00034.wav_seg2,220500,0.33349013,0.09301731,0.083505936,0.0019271699,2712.1933470792114,1001163.0684991106,2711.1266426085,238680.12986721686,5617.967730387181,4099055.4038682394,0.12268434599767981,0.0054166977549335174,-6.9220846e-07,0.0035480345,-1.0704728e-05,0.0029871573,[135.99917763],country
country.00034.wav_seg3,220500,0.3930745,0.09088541,0.0886978,0.0017337902,2526.611064122841,643684.2020562759,2451.2220163056886,360106.3688754301,4916.389992840052,4197134.248546394,0.12858903712296985,0.002448555542226621,1.9884726e-06,0.0027599547,-9.690715e-08,0.0040039974,[135.99917763],country
rock.00073.wav_seg1,220500,0.4601502,0.07596615,0.17518789,0.0022030394,2192.630373062952,325021.6614277599,2280.1165662706594,50314.44889310024,4884.240071236949,947788.1578052724,0.10713751631380511,0.0026696955388693573,-0.0016578982,0.014814839,0.00014301641,0.0072316756,[95.703125],rock
rock.00073.wav_seg2,220500,0.5009957,0.06764328,0.15804835,0.0021953406,2241.5271842544644,270491.6159027614,2278.9146265790137,41096.88450544809,4930.828729970272,755434.145802862,0.11538278531032482,0.0024255905147465436,-0.0016730863,0.011376222,-2.4953042e-05,0.0066924184,[95.703125],rock
rock.00073.wav_seg3,220500,0.42988938,0.07961008,0.17398514,0.001974739,2238.888619291629,283452.6935890381,2304.5018833462946,66506.7996909622,4943.5188311158645,1079419.021624876,0.10681577182424594,0.0020064715193332428,-0.0013962665,0.014799994,0.00028144993,0.0070607294,[95.703125],rock
rock.00004.wav_seg1,220500,0.39346173,0.0883089,0.18529442,0.0014260914,1266.6621826242601,550733.5762023826,1818.0509789334824,200523.87035857662,2662.1983645410382,3309865.905016988,0.036864667923433875,0.0011000366329427403,2.2580087e-05,0.024140539,-3.6245856e-05,0.003570308,[103.359375],rock
rock.00004.wav_seg2,220500,0.36087734,0.0902207,0.20828545,0.0018306484,1416.0676986234816,391207.10545664775,1916.220110522252,134311.08927060541,3226.832923977668,2150223.777527147,0.04075845598897912,0.0010397580511638858,-1.976525e-05,0.032325055,-7.6706376e-05,0.0036524597,[39.15127841],rock
rock.00004.wav_seg3,220500,0.36176813,0.08708155,0.23184296,0.0011322318,1356.8896404474183,472318.49334364623,1796.2311655103379,155935.4691958448,2936.5593505292923,2013177.1685565258,0.045420352378190254,0.00184659493885846,1.7962415e-05,0.03803162,0.00025343816,0.0055037723,[99.38401442],rock
rock.00009.wav_seg1,220500,0.3914253,0.09084972,0.11551602,0.003328204,1199.1244089171917,323945.83666799474,1618.8358826162887,268144.1864430934,2380.218321762616,2243249.602199448,0.042727441632830626,0.00034367332076740923,2.9258426e-06,0.010791166,-9.896925e-05,0.002885266,[75.99954044],rock
rock.00009.wav_seg2,220500,0.3967531,0.09499627,0.110566795,0.0032741444,1187.9824868061912,273053.7679910727,1681.906430111216,241235.54917075598,2481.6392088710845,2183573.8431073534,0.03728610788863109,0.00044552275086935986,9.265951e-06,0.010101241,-4.6620502e-05,0.0026962275,[73.828125],rock
rock.00009.wav_seg3,220500,0.34159544,0.0901543,0.15819296,0.0034228992,1156.3480602766788,228554.13506971442,1523.4802495736287,253283.03392908679,2235.00659349623,1767056.510114786,0.0473700786687935,0.00032904082632027084,3.61315e-07,0.020237086,-8.497123e-05,0.0035652642,[75.99954044],rock
rock.00008.wav_seg1,220500,0.47509322,0.06958406,0.2681464,0.0005572958,1753.9302324884782,31008.513361194182,1869.1591771369435,15510.032914406052,3464.097846577726,243503.44936777905,0.08691746120939675,0.0002819894245873081,-1.903159e-05,0.035849478,-1.1994182e-05,0.011517001,[172.265625],rock
rock.00008.wav_seg2,220500,0.359523,0.08226312,0.2684726,0.00091565127,1685.9908211958111,71254.60531102955,1808.8290831060087,53836.84232737333,3262.1553708671695,664710.2235533515,0.0818386564675174,0.0003106372520352355,-1.1229111e-05,0.047450934,-6.3954144e-06,0.0076832604,[172.265625],rock
rock.00008.wav_seg3,220500,0.39350554,0.086893775,0.24492481,0.0009745374,1711.828341227181,37080.74316346727,1849.729659969318,26519.006436420354,3359.854161379785,374587.22702430526,0.08564974260440836,0.00033066738006126706,-3.4172193e-05,0.03909477,-3.3267843e-05,0.0067361197,[89.10290948],rock
rock.00011.wav_seg1,220500,0.3514344,0.09233166,0.11790141,0.0009434034,1677.6967526515102,665760.9744339053,2067.35698915461,163732.20466466396,3632.116784186485,2444752.0724606137,0.06386514827436195,0.002807491081487053,1.2836109e-05,0.009444905,-2.875457e-05,0.0022395412,[78.30255682],rock
rock.00011.wav_seg2,220500,0.33277822,0.086857095,0.1277717,0.0009545013,1733.014060746522,461596.1995281143,2180.520147517943,148242.14189747986,3879.6986590958527,2281042.6186698712,0.0630709831786543,0.001304015004568951,-1.8242448e-05,0.011224396,-7.522291e-05,0.0021566434,[117.45383523],rock
rock.00011.wav_seg3,220500,0.3466878,0.08696345,0.12399743,0.000882988,1201.019955851059,173960.4035395616,1864.3409101225,155102.5591833202,2740.1375684273494,1674274.8206708354,0.0357362964037123,0.00018884066764394587,7.13841e-06,0.011447118,-2.1996506e-05,0.0012948331,[117.45383523],rock
rock.00040.wav_seg1,220500,0.42151153,0.09210978,0.1479491,0.003086792,2963.459880769014,395010.50491195364,2731.079861346458,115184.01690449385,6011.335885386456,1465753.7705514552,0.1397515316850348,0.0034831736240159743,1.4628356e-05,0.013170984,1.670815e-05,0.0052524726,[151.99908088],rock
